,geometry,Year,wetdry
2984,POINT (563198.3226463195 3477001.8716183174),2020.0,dry
2985,POINT (563201.600300289 3476998.0957760997),2020.0,dry
2986,POINT (563204.8779542585 3476994.3199338815),2020.0,dry
2987,POINT (563921.8218996222 3476855.985641422),2020.0,dry
2988,POINT (563925.0533772684 3476859.801077469),2020.0,wet
2989,POINT (563928.2848549146 3476863.616513515),2020.0,wet
2990,POINT (563933.1533852806 3476863.9282962424),2020.0,wet
2991,POINT (563938.1532915869 3476863.958905527),2020.0,wet
2992,POINT (563943.1531978932 3476863.989514812),2020.0,wet
2993,POINT (563947.4359679801 3476865.554947451),2020.0,wet
2994,POINT (563950.6674340396 3476869.3703933107),2020.0,wet
2995,POINT (563953.8989000992 3476873.18583917),2020.0,wet
2996,POINT (563958.3711879939 3476874.345670922),2020.0,wet
2997,POINT (563963.3710942352 3476874.3762908205),2020.0,wet
2998,POINT (563966.7059113135 3476877.9705340345),2020.0,wet
2999,POINT (563969.9373690012 3476881.7859869846),2020.0,wet
3000,POINT (563973.589157223 3476884.7018511444),2020.0,wet
3001,POINT (563978.5890633992 3476884.7324816575),2020.0,wet
3002,POINT (563983.5889695756 3476884.76311217),2020.0,wet
3003,POINT (563988.5888757518 3476884.7937426833),2020.0,wet
3004,POINT (563992.3199143035 3476887.539985029),2020.0,wet
3005,POINT (563995.5513604042 3476891.3554477924),2020.0,wet
3006,POINT (563998.8069091573 3476895.1193265566),2020.0,wet
3007,POINT (564003.8068152686 3476895.149967683),2020.0,wet
3008,POINT (564008.3583451936 3476896.140209839),2020.0,wet
3009,POINT (564011.5897777653 3476899.95568406),2020.0,wet
3010,POINT (564014.8212103371 3476903.7711582817),2020.0,wet
3011,POINT (564018.052642909 3476907.586632503),2020.0,wet
3012,POINT (564021.2840754808 3476911.402106724),2020.0,wet
3013,POINT (564024.5155080525 3476915.2175809457),2020.0,wet
3014,POINT (564027.7469406244 3476919.033055167),2020.0,wet
3015,POINT (564030.9783731962 3476922.8485293887),2020.0,wet
3016,POINT (564034.460816785 3476926.126799887),2020.0,wet
3017,POINT (564039.4607227914 3476926.1574581102),2020.0,wet
3018,POINT (564043.7853253647 3476927.6333606406),2020.0,wet
3019,POINT (564047.016731515 3476931.448857239),2020.0,wet
3020,POINT (564050.2481376652 3476935.2643538374),2020.0,wet
3021,POINT (564053.4795438155 3476939.0798504357),2020.0,wet
3022,POINT (564056.7109499658 3476942.895347034),2020.0,wet
3023,POINT (564059.9423561161 3476946.710843632),2020.0,wet
3024,POINT (564063.1737622664 3476950.5263402304),2020.0,wet
3025,POINT (564066.4051684167 3476954.3418368287),2020.0,wet
3026,POINT (564069.636574567 3476958.157333427),2020.0,wet
3027,POINT (564072.8679807172 3476961.9728300255),2020.0,wet
3028,POINT (564076.0993868675 3476965.788326624),2020.0,wet
3029,POINT (564079.3307930178 3476969.603823222),2020.0,wet
3030,POINT (564082.562199168 3476973.4193198206),2020.0,wet
3031,POINT (564085.7936053184 3476977.234816419),2020.0,wet
3032,POINT (564089.0250114687 3476981.0503130173),2020.0,wet
3033,POINT (564092.256417619 3476984.8658096157),2020.0,wet
3034,POINT (564094.9702093684 3476988.869243042),2020.0,wet
3035,POINT (564094.9395232314 3476993.8691488774),2020.0,wet
3036,POINT (564095.2550034779 3476998.743368718),2020.0,wet
3037,POINT (564098.4863896364 3477002.558882247),2020.0,wet
3038,POINT (564101.7177757949 3477006.374395777),2020.0,wet
3101,POINT (563186.8138374067 3476982.5416805963),2020.0,dry
3102,POINT (563190.6608700329 3476985.0397737664),2020.0,dry
3103,POINT (563193.8925892932 3476988.8550051646),2020.0,dry
3104,POINT (563197.1243085534 3476992.670236563),2020.0,dry
3105,POINT (563202.0325440515 3476992.896729521),2020.0,dry
3106,POINT (563206.708526297 3476992.2111252495),2020.0,dry
3107,POINT (563209.986185248 3476988.4352873554),2020.0,dry
3108,POINT (563213.2638441989 3476984.659449462),2020.0,dry
3109,POINT (563217.3754647875 3476982.726634587),2020.0,dry
3110,POINT (563222.3753731783 3476982.756901458),2020.0,dry
3111,POINT (563226.128113355 3476980.0309643764),2020.0,dry
3112,POINT (563229.4057829604 3476976.255135731),2020.0,dry
3113,POINT (563232.6834525656 3476972.4793070857),2020.0,dry
3114,POINT (563235.9611221709 3476968.7034784406),2020.0,dry
3115,POINT (563239.2387917762 3476964.927649795),2020.0,dry
3116,POINT (563243.0614493577 3476962.3562320606),2020.0,dry
3117,POINT (563248.0613576729 3476962.386511411),2020.0,dry
3118,POINT (563252.1030783053 3476960.299210034),2020.0,dry
3119,POINT (563255.3807585649 3476956.5233906372),2020.0,dry
3120,POINT (563258.6584388245 3476952.7475712406),2020.0,dry
3121,POINT (563263.4043298216 3476952.216483254),2020.0,dry
3122,POINT (563268.2450561044 3476951.8949793107),2020.0,dry
3123,POINT (563271.5227445274 3476948.1191670005),2020.0,dry
3124,POINT (563274.8004329506 3476944.3433546904),2020.0,dry
3125,POINT (563278.7473219729 3476942.0464767204),2020.0,dry
3126,POINT (563283.7472301871 3476942.0767727634),2020.0,dry
3127,POINT (563287.6647526576 3476939.7149814824),2020.0,dry
3128,POINT (563290.9424567166 3476935.9391827458),2020.0,dry
3129,POINT (563294.2201607755 3476932.1633840087),2020.0,dry
3130,POINT (563297.4978648343 3476928.3875852716),2020.0,dry
3131,POINT (563300.7755688932 3476924.6117865345),2020.0,dry
3132,POINT (563304.0532729521 3476920.8359877975),2020.0,dry
3133,POINT (563307.3309770109 3476917.0601890604),2020.0,dry
3134,POINT (563310.6086810698 3476913.2843903233),2020.0,dry
3135,POINT (563313.8863851287 3476909.5085915863),2020.0,dry
3136,POINT (563317.1640891876 3476905.7327928497),2020.0,dry
3137,POINT (563320.4417932464 3476901.9569941126),2020.0,wet
3138,POINT (563325.1197148553 3476901.2757124393),2020.0,wet
3139,POINT (563330.0284311848 3476901.1044919672),2020.0,wet
3140,POINT (563333.3061508791 3476897.328706803),2020.0,wet
3141,POINT (563336.5838705733 3476893.552921639),2020.0,wet
3142,POINT (563340.462781378 3476891.105795427),2020.0,wet
3143,POINT (563345.462689403 3476891.1361226686),2020.0,wet
3144,POINT (563350.462597428 3476891.16644991),2020.0,wet
3145,POINT (563355.4625054529 3476891.1967771514),2020.0,wet
3146,POINT (563358.9967116552 3476894.3644720437),2020.0,wet
3147,POINT (563362.2283872986 3476898.1797403875),2020.0,wet
3161,POINT (563418.0027988412 3476877.9285337427),2020.0,wet
3162,POINT (563418.0331596681 3476872.9286259217),2020.0,wet
3163,POINT (563416.026698659 3476868.668405196),2020.0,wet
3164,POINT (563412.795036482 3476864.853125446),2020.0,wet
3165,POINT (563409.5633743049 3476861.0378456954),2020.0,wet
3166,POINT (563412.323870324 3476857.2589587043),2020.0,wet
3167,POINT (563415.6016358145 3476853.4832132957),2020.0,wet
3168,POINT (563418.8794013051 3476849.7074678876),2020.0,wet
3169,POINT (563422.1571667958 3476845.931722479),2020.0,wet
3170,POINT (563425.4349322864 3476842.155977071),2020.0,wet
3171,POINT (563428.712697777 3476838.380231662),2020.0,wet
3172,POINT (563431.9904632675 3476834.604486254),2020.0,wet
3173,POINT (563435.2682287582 3476830.828740846),2020.0,wet
3174,POINT (563438.5459942488 3476827.0529954373),2020.0,wet
3175,POINT (563441.8237597394 3476823.277250029),2020.0,wet
3176,POINT (563445.10152523 3476819.5015046205),2020.0,wet
3177,POINT (563448.3792907207 3476815.7257592124),2020.0,wet
3178,POINT (563451.6570562113 3476811.9500138042),2020.0,wet
3179,POINT (563455.6256979926 3476809.7011813694),2020.0,wet
3180,POINT (563460.6256057018 3476809.7315606326),2020.0,wet
3181,POINT (563464.5215135323 3476807.32196039),2020.0,wet
3182,POINT (563467.7992996386 3476803.5462328787),2020.0,wet
3183,POINT (563471.077085745 3476799.770505367),2020.0,wet
3184,POINT (563474.3548718515 3476795.9947778555),2020.0,wet
3185,POINT (563477.632657958 3476792.219050344),2020.0,dry
3186,POINT (563481.3122434143 3476789.3313537156),2020.0,dry
3187,POINT (563486.3121510348 3476789.3617475647),2020.0,dry
3188,POINT (563491.3120586554 3476789.392141414),2020.0,dry
3189,POINT (563496.3119662759 3476789.422535263),2020.0,dry
3190,POINT (563500.0838329453 3476786.738779351),2020.0,dry
3191,POINT (563503.3616328862 3476782.9630638496),2020.0,dry
3192,POINT (563506.6553194474 3476779.2224601954),2020.0,dry
3193,POINT (563511.6552270043 3476779.2528644972),2020.0,dry
3194,POINT (563516.2261325194 3476778.3351037987),2020.0,dry
3195,POINT (563519.5039480944 3476774.5594018693),2020.0,dry
3196,POINT (563522.7817636696 3476770.7836999404),2020.0,dry
3197,POINT (563526.0595792446 3476767.0079980115),2020.0,dry
3198,POINT (563529.3373948196 3476763.2322960827),2020.0,dry
3199,POINT (563532.6152103947 3476759.456594154),2020.0,dry
3200,POINT (563535.8930259697 3476755.680892225),2020.0,dry
3201,POINT (563539.1708415448 3476751.905190296),2020.0,dry
3202,POINT (563542.4486571199 3476748.129488367),2020.0,dry
3203,POINT (563545.7264726949 3476744.3537864382),2020.0,dry
3204,POINT (563549.0042882699 3476740.5780845094),2020.0,dry
3205,POINT (563553.0287887504 3476738.4526880216),2020.0,dry
3206,POINT (563558.0286961811 3476738.4831130668),2020.0,dry
3207,POINT (563561.8688258226 3476735.9502103506),2020.0,dry
3208,POINT (563565.1466570311 3476732.174521994),2020.0,dry
3209,POINT (563568.4244882398 3476728.398833637),2020.0,dry
3210,POINT (563573.3720312588 3476728.313533722),2020.0,dry
3211,POINT (563578.371938626 3476728.343969219),2020.0,dry
3212,POINT (563583.3718459932 3476728.3744047163),2020.0,dry
3213,POINT (563587.5979296771 3476726.694532254),2020.0,dry
3214,POINT (563590.8757722303 3476722.918853746),2020.0,dry
3215,POINT (563594.1536147835 3476719.143175238),2020.0,dry
3216,POINT (563598.7152095551 3476718.2048632903),2020.0,dry
3217,POINT (563603.7151168202 3476718.235315559),2020.0,dry
3218,POINT (563608.7150240852 3476718.265767828),2020.0,dry
3219,POINT (563613.7149313503 3476718.296220097),2020.0,dry
3220,POINT (563618.7148386154 3476718.326672366),2020.0,dry
3221,POINT (563623.7147458805 3476718.357124635),2020.0,dry
3222,POINT (563628.7146531455 3476718.387576904),2020.0,dry
3223,POINT (563632.4679156882 3476721.086352394),2020.0,dry
3224,POINT (563635.6995246671 3476724.9016772043),2020.0,dry
3225,POINT (563638.9330987711 3476728.712795876),2020.0,dry
3226,POINT (563643.9330059073 3476728.743269291),2020.0,dry
3227,POINT (563648.9329130435 3476728.773742706),2020.0,dry
3228,POINT (563653.9328201798 3476728.804216121),2020.0,dry
3229,POINT (563658.932727316 3476728.8346895357),2020.0,dry
3230,POINT (563663.9326344522 3476728.8651629505),2020.0,dry
3231,POINT (563668.9325415886 3476728.8956363653),2020.0,dry
3232,POINT (563673.9324487248 3476728.92610978),2020.0,dry
3233,POINT (563677.2336372564 3476732.5924846814),2020.0,dry
3234,POINT (563680.4652282194 3476736.407824751),2020.0,dry
3235,POINT (563684.150847194 3476739.251377128),2020.0,dry
3236,POINT (563689.150754227 3476739.281867476),2020.0,dry
3237,POINT (563694.15066126 3476739.312357824),2020.0,dry
3238,POINT (563699.150568293 3476739.3428481715),2020.0,dry
3239,POINT (563702.8480563294 3476742.1609853343),2020.0,dry
3240,POINT (563706.0796357067 3476745.9763352172),2020.0,dry
3241,POINT (563709.3689371829 3476749.668139313),2020.0,dry
3242,POINT (563714.3688441513 3476749.698640275),2020.0,dry
3243,POINT (563718.8868283934 3476750.7606222173),2020.0,dry
3244,POINT (563722.1183942432 3476754.575983558),2020.0,dry
3245,POINT (563725.3499600929 3476758.3913448984),2020.0,dry
3246,POINT (563728.5815259428 3476762.206706239),2020.0,dry
3247,POINT (563731.8130917925 3476766.0220675794),2020.0,dry
3248,POINT (563735.0446576423 3476769.83742892),2020.0,dry
3249,POINT (563738.276223492 3476773.65279026),2020.0,dry
3250,POINT (563741.5077893418 3476777.4681516006),2020.0,dry
3251,POINT (563745.0238521341 3476780.6745939977),2020.0,dry
3252,POINT (563750.023758998 3476780.7051120526),2020.0,dry
3253,POINT (563754.3149533012 3476782.2525045075),2020.0,dry
3254,POINT (563757.5465030454 3476786.067879489),2020.0,dry
3255,POINT (563760.7780527896 3476789.883254471),2020.0,dry
3256,POINT (563764.0096025338 3476793.698629453),2020.0,dry
3257,POINT (563767.241152278 3476797.5140044345),2020.0,dry
3258,POINT (563770.4727020222 3476801.329379416),2020.0,dry
3259,POINT (563775.4602599208 3476801.386340802),2020.0,dry
3260,POINT (563780.0482940475 3476802.298406295),2020.0,dry
3261,POINT (563783.2798328421 3476806.1137905507),2020.0,dry
3262,POINT (563786.5113716366 3476809.9291748065),2020.0,dry
3263,POINT (563790.6784368793 3476811.742248106),2020.0,dry
3264,POINT (563795.6783436132 3476811.7727874694),2020.0,dry
3265,POINT (563799.3184928794 3476814.7136127916),2020.0,dry
3266,POINT (563802.5500233024 3476818.529004138),2020.0,dry
3267,POINT (563805.8965929758 3476822.0981780426),2020.0,dry
3268,POINT (563810.896499632 3476822.128730126),2020.0,dry
3269,POINT (563815.8964062881 3476822.1592822094),2020.0,dry
3270,POINT (563820.8963129444 3476822.189834293),2020.0,dry
3271,POINT (563825.8962196005 3476822.2203863766),2020.0,dry
3272,POINT (563830.8961262567 3476822.25093846),2020.0,dry
3273,POINT (563834.5082935422 3476825.2516412353),2020.0,dry
3274,POINT (563837.7398091641 3476829.0670451177),2020.0,dry
3275,POINT (563841.1143372603 3476832.5763634583),2020.0,dry
3276,POINT (563846.1142438258 3476832.6069303686),2020.0,dry
3277,POINT (563851.1141503913 3476832.6374972793),2020.0,dry
3278,POINT (563856.1140569568 3476832.66806419),2020.0,dry
3279,POINT (563860.122472675 3476834.820682433),2020.0,dry
3280,POINT (563863.3539767098 3476838.636096129),2020.0,dry
3281,POINT (563866.5854807446 3476842.4515098254),2020.0,dry
3282,POINT (563871.33214484 3476843.024096583),2020.0,dry
3283,POINT (563876.332051302 3476843.054680427),2020.0,dry
3284,POINT (563881.331957764 3476843.0852642707),2020.0,dry
3285,POINT (563886.3318642259 3476843.1158481147),2020.0,dry
3286,POINT (563891.331770688 3476843.1464319583),2020.0,dry
3287,POINT (563896.3316771499 3476843.1770158024),2020.0,dry
3288,POINT (563901.3315836119 3476843.207599646),2020.0,dry
3289,POINT (563904.8877514157 3476846.3281314834),2020.0,dry
3290,POINT (563908.1192374335 3476850.143560439),2020.0,dry
3291,POINT (563911.5497178814 3476853.5330950967),2020.0,dry
3292,POINT (563916.5496242526 3476853.5636937674),2020.0,dry
3412,POINT (563929.4617579139 3476710.846317234),2020.0,wet
3413,POINT (563929.4311542183 3476715.846223574),2020.0,wet
3414,POINT (563929.4005505226 3476720.8461299147),2020.0,wet
3415,POINT (563929.369946827 3476725.8460362554),2020.0,wet
3416,POINT (563929.3393431313 3476730.845942596),2020.0,wet
3417,POINT (563929.3087394356 3476735.845848936),2020.0,wet
3418,POINT (563929.27813574 3476740.8457552767),2020.0,wet
3419,POINT (563929.2475320443 3476745.8456616173),2020.0,wet
3420,POINT (563929.2169283486 3476750.845567958),2020.0,wet
3421,POINT (563929.186324653 3476755.845474298),2020.0,wet
3422,POINT (563929.1557209573 3476760.8453806387),2020.0,wet
3423,POINT (563929.1251172617 3476765.8452869793),2020.0,wet
3424,POINT (563929.094513566 3476770.84519332),2020.0,wet
3425,POINT (563926.2656620349 3476774.7900966806),2020.0,wet
3426,POINT (563922.9877075829 3476778.565678041),2020.0,wet
3427,POINT (563920.2222521612 3476782.5344829755),2020.0,wet
3428,POINT (563920.1916518693 3476787.5343893366),2020.0,wet
3429,POINT (563920.1610515773 3476792.534295698),2020.0,wet
3430,POINT (563920.1304512853 3476797.5342020593),2020.0,wet
3431,POINT (563919.9286875823 3476802.4695762163),2020.0,wet
3432,POINT (563916.6507417082 3476806.2451650244),2020.0,wet
3433,POINT (563913.3727958341 3476810.020753832),2020.0,dry
3434,POINT (563911.2276254962 3476814.2234223234),2020.0,dry
3435,POINT (563911.1970291341 3476819.2233287087),2020.0,dry
3436,POINT (563911.166432772 3476824.223235094),2020.0,dry
3437,POINT (563911.1358364099 3476829.2231414793),2020.0,dry
3438,POINT (563911.1052400478 3476834.2230478646),2020.0,dry
3439,POINT (563911.0746436856 3476839.22295425),2020.0,dry
3440,POINT (563911.6676358772 3476843.996433001),2020.0,dry
3441,POINT (563914.8991186804 3476847.811864679),2020.0,dry
3442,POINT (563918.1306014835 3476851.627296358),2020.0,dry
3616,POINT (564112.5961053036 3476984.8275386933),2020.0,wet
3617,POINT (564111.4979874472 3476989.424985849),2020.0,wet
3618,POINT (564108.2200039616 3476993.2005420025),2020.0,wet
3619,POINT (564104.942020476 3476996.9760981556),2020.0,wet
3620,POINT (564103.6931187669 3477001.5166932303),2020.0,wet
3621,POINT (564103.6624283354 3477006.516599039),2020.0,wet
0,POINT (565743.2846125544 3479369.0827875617),2016.0,dry
1,POINT (565746.5149411468 3479372.8991965),2016.0,dry
2,POINT (565749.7452697393 3479376.715605438),2016.0,dry
3,POINT (565752.9755983318 3479380.5320143765),2016.0,dry
4,POINT (565756.2059269242 3479384.348423315),2016.0,dry
5,POINT (565759.4362555168 3479388.1648322535),2016.0,dry
6,POINT (565760.7330347089 3479392.682790191),2016.0,dry
7,POINT (565760.7015244196 3479397.6826909003),2016.0,dry
8,POINT (565762.4320790041 3479402.043267843),2016.0,dry
9,POINT (565765.662386288 3479405.859694817),2016.0,dry
10,POINT (565768.8926935719 3479409.676121792),2016.0,dry
11,POINT (565772.1230008558 3479413.492548766),2016.0,dry
12,POINT (565775.3533081397 3479417.308975741),2016.0,dry
13,POINT (565778.5836154236 3479421.125402715),2016.0,dry
14,POINT (565781.8139227076 3479424.94182969),2016.0,dry
15,POINT (565785.0442299915 3479428.758256664),2016.0,dry
16,POINT (565788.2745372754 3479432.5746836388),2016.0,dry
17,POINT (565791.5048445594 3479436.391110613),2016.0,dry
18,POINT (565794.7351518432 3479440.2075375877),2016.0,dry
19,POINT (565797.9654591271 3479444.023964562),2016.0,dry
20,POINT (565801.195766411 3479447.8403915367),2016.0,dry
21,POINT (565804.426073695 3479451.656818511),2016.0,dry
22,POINT (565807.6563809789 3479455.4732454857),2016.0,dry
23,POINT (565658.9770389441 3479317.2367149456),2016.0,dry
24,POINT (565663.9769399493 3479317.2681782357),2016.0,dry
25,POINT (565668.9768409545 3479317.299641526),2016.0,dry
26,POINT (565673.7095385602 3479317.902634683),2016.0,dry
27,POINT (565676.9399052052 3479321.7190114125),2016.0,dry
28,POINT (565680.1702718502 3479325.5353881414),2016.0,dry
29,POINT (565684.1923030462 3479327.6584539507),2016.0,dry
30,POINT (565689.1922039712 3479327.689929972),2016.0,dry
31,POINT (565694.1921048963 3479327.721405993),2016.0,dry
32,POINT (565699.1920058213 3479327.7528820145),2016.0,dry
33,POINT (565702.5497476734 3479331.296798845),2016.0,dry
34,POINT (565705.7801027191 3479335.113185392),2016.0,dry
35,POINT (565709.4075372946 3479338.0802544127),2016.0,dry
36,POINT (565714.4074381527 3479338.111741057),2016.0,dry
37,POINT (565718.5850055853 3479339.9021170647),2016.0,dry
38,POINT (565721.8153470864 3479343.7185150767),2016.0,dry
39,POINT (565725.0456885875 3479347.534913089),2016.0,dry
40,POINT (565728.2760300885 3479351.351311101),2016.0,dry
41,POINT (565731.5063715896 3479355.167709113),2016.0,dry
42,POINT (565734.7367130907 3479358.984107125),2016.0,dry
43,POINT (565737.9670545917 3479362.800505137),2016.0,dry
44,POINT (565741.1973960928 3479366.616903149),2016.0,dry
45,POINT (565270.2223265284 3479223.773772957),2016.0,dry
46,POINT (565273.4528586993 3479227.5900095706),2016.0,dry
47,POINT (565276.6833908701 3479231.4062461844),2016.0,dry
48,POINT (565281.0644501892 3479232.761337249),2016.0,dry
49,POINT (565286.0643522438 3479232.792633351),2016.0,dry
50,POINT (565291.0642542982 3479232.8239294533),2016.0,dry
51,POINT (565296.0641563527 3479232.855225555),2016.0,dry
52,POINT (565301.0640584071 3479232.886521657),2016.0,dry
53,POINT (565306.0639604615 3479232.917817759),2016.0,dry
54,POINT (565311.063862516 3479232.9491138607),2016.0,dry
65,POINT (565362.8549757426 3479240.1552636106),2016.0,dry
66,POINT (565366.2788845083 3479243.5578029053),2016.0,dry
67,POINT (565371.2787864038 3479243.5891243857),2016.0,dry
68,POINT (565375.6600860972 3479244.943697165),2016.0,dry
69,POINT (565378.8905731837 3479248.7599719437),2016.0,dry
70,POINT (565382.1210602701 3479252.576246722),2016.0,dry
71,POINT (565385.3515473565 3479256.3925215006),2016.0,dry
72,POINT (565388.5820344429 3479260.208796279),2016.0,dry
73,POINT (565391.8125215294 3479264.0250710575),2016.0,dry
74,POINT (565396.7104413405 3479264.2745659743),2016.0,dry
75,POINT (565401.7103430765 3479264.305912914),2016.0,dry
76,POINT (565406.7102448124 3479264.3372598537),2016.0,dry
77,POINT (565411.7101465483 3479264.3686067937),2016.0,dry
78,POINT (565416.7100482844 3479264.399953733),2016.0,dry
79,POINT (565421.7099500203 3479264.431300673),2016.0,dry
80,POINT (565426.7098517563 3479264.462647613),2016.0,dry
81,POINT (565431.7097534923 3479264.4939945526),2016.0,dry
82,POINT (565436.7096552282 3479264.5253414926),2016.0,dry
83,POINT (565441.7095569642 3479264.5566884326),2016.0,dry
84,POINT (565446.7094587001 3479264.588035372),2016.0,dry
85,POINT (565451.7093604362 3479264.619382312),2016.0,dry
86,POINT (565455.6042670904 3479267.014382913),2016.0,dry
87,POINT (565458.8347239085 3479270.8306833133),2016.0,dry
88,POINT (565462.0651807265 3479274.646983714),2016.0,dry
89,POINT (565466.9250591048 3479274.977870523),2016.0,dry
90,POINT (565471.9249606949 3479275.0092407325),2016.0,dry
91,POINT (565476.9248622849 3479275.0406109425),2016.0,dry
92,POINT (565481.2143700991 3479276.5915426784),2016.0,dry
93,POINT (565484.4448153181 3479280.4078528974),2016.0,dry
94,POINT (565487.675260537 3479284.2241631164),2016.0,dry
95,POINT (565492.1405312329 3479285.399139579),2016.0,dry
96,POINT (565497.1404327431 3479285.4305225187),2016.0,dry
97,POINT (565502.1403342533 3479285.461905459),2016.0,dry
98,POINT (565506.8244407815 3479286.1687819464),2016.0,dry
99,POINT (565510.0548744021 3479289.985101983),2016.0,dry
100,POINT (565513.2853080228 3479293.80142202),2016.0,dry
101,POINT (565517.3559734758 3479295.820475566),2016.0,dry
102,POINT (565522.3558748399 3479295.8518817765),2016.0,dry
103,POINT (565527.3557762039 3479295.8832879867),2016.0,dry
104,POINT (565532.355677568 3479295.914694197),2016.0,dry
105,POINT (565537.355578932 3479295.946100407),2016.0,dry
106,POINT (565542.355480296 3479295.977506617),2016.0,dry
107,POINT (565547.35538166 3479296.0089128274),2016.0,dry
108,POINT (565552.355283024 3479296.040319037),2016.0,dry
109,POINT (565557.3551843881 3479296.0717252474),2016.0,dry
110,POINT (565562.3550857521 3479296.1031314577),2016.0,dry
111,POINT (565567.3549871161 3479296.134537668),2016.0,dry
112,POINT (565572.3548884802 3479296.165943878),2016.0,dry
113,POINT (565577.0769671148 3479296.7916107923),2016.0,dry
114,POINT (565580.307373047 3479300.6079542665),2016.0,dry
115,POINT (565583.5377789792 3479304.4242977407),2016.0,dry
116,POINT (565587.5704540429 3479306.5246078274),2016.0,dry
117,POINT (565592.5703552077 3479306.5560457394),2016.0,dry
118,POINT (565597.5702563724 3479306.587483651),2016.0,dry
119,POINT (565602.5701575372 3479306.618921563),2016.0,dry
120,POINT (565607.570058702 3479306.650359475),2016.0,dry
121,POINT (565612.5699598668 3479306.681797387),2016.0,dry
122,POINT (565617.5698610316 3479306.713235299),2016.0,dry
123,POINT (565622.5697621964 3479306.744673211),2016.0,dry
124,POINT (565627.5696633612 3479306.776111123),2016.0,dry
125,POINT (565632.569564526 3479306.807549035),2016.0,dry
126,POINT (565637.5694656908 3479306.838986947),2016.0,dry
127,POINT (565640.9852104321 3479310.2588670794),2016.0,dry
128,POINT (565644.2155918935 3479314.075231267),2016.0,dry
129,POINT (565647.7850652147 3479317.1662962036),2016.0,dry
130,POINT (565652.7849662597 3479317.19775317),2016.0,dry
131,POINT (565077.9312406686 3479180.1773667093),2016.0,dry
132,POINT (565082.9311434369 3479180.2085485733),2016.0,dry
278,POINT (565058.7124310366 3479190.3205623506),2016.0,dry
279,POINT (565063.7123338437 3479190.3517379737),2016.0,dry
280,POINT (565068.7122366509 3479190.3829135965),2016.0,dry
281,POINT (565073.7121394579 3479190.414089219),2016.0,dry
282,POINT (565077.6773181029 3479188.157770828),2016.0,dry
283,POINT (565080.9552748046 3479184.3821914205),2016.0,dry
284,POINT (565084.2332315063 3479180.606612013),2016.0,dry
285,POINT (565089.0562488936 3479180.2467515403),2016.0,dry
286,POINT (565093.8127558611 3479180.798624478),2016.0,dry
287,POINT (565097.0433601642 3479184.614800029),2016.0,dry
288,POINT (565100.2739644672 3479188.43097558),2016.0,dry
289,POINT (565104.2723348511 3479190.60470708),2016.0,dry
290,POINT (565109.2722374873 3479190.635910105),2016.0,dry
291,POINT (565114.2721401234 3479190.66711313),2016.0,dry
292,POINT (565119.2720427596 3479190.6983161555),2016.0,dry
293,POINT (565124.2719453957 3479190.7295191805),2016.0,dry
294,POINT (565129.271848032 3479190.7607222055),2016.0,dry
295,POINT (565134.2717506682 3479190.791925231),2016.0,dry
296,POINT (565139.2716533043 3479190.823128256),2016.0,dry
297,POINT (565144.2715559405 3479190.854331281),2016.0,dry
298,POINT (565148.1472362155 3479193.290510216),2016.0,dry
299,POINT (565151.3778192685 3479197.1067037564),2016.0,dry
300,POINT (565154.6084023215 3479200.922897297),2016.0,dry
301,POINT (565159.4875857781 3479201.212366479),2016.0,dry
302,POINT (565164.4874882823 3479201.243590665),2016.0,dry
303,POINT (565169.4873907863 3479201.274814851),2016.0,dry
304,POINT (565174.4872932903 3479201.306039037),2016.0,dry
305,POINT (565179.4871957945 3479201.3372632232),2016.0,dry
306,POINT (565183.3323392605 3479203.8387623234),2016.0,dry
307,POINT (565186.5629074979 3479207.6549684056),2016.0,dry
308,POINT (565189.7934757351 3479211.4711744883),2016.0,dry
309,POINT (565194.7031871107 3479211.6953525264),2016.0,dry
310,POINT (565199.7030895089 3479211.726593658),2016.0,dry
311,POINT (565204.7029919073 3479211.75783479),2016.0,dry
312,POINT (565209.7028943055 3479211.7890759213),2016.0,dry
313,POINT (565214.7027967037 3479211.8203170532),2016.0,dry
314,POINT (565216.3322757684 3479215.1801196635),2016.0,dry
315,POINT (565216.3010282717 3479220.180022022),2016.0,dry
316,POINT (565219.3757309696 3479222.11256288),2016.0,dry
317,POINT (565224.3756332487 3479222.1438230653),2016.0,dry
318,POINT (565229.3755355278 3479222.1750832507),2016.0,dry
319,POINT (565234.375437807 3479222.206343436),2016.0,dry
320,POINT (565239.3753400861 3479222.237603621),2016.0,dry
321,POINT (565244.3752423652 3479222.2688638065),2016.0,dry
322,POINT (565249.3751446444 3479222.300123992),2016.0,dry
323,POINT (565254.3750469235 3479222.3313841773),2016.0,dry
324,POINT (565259.3749492026 3479222.3626443623),2016.0,dry
325,POINT (565264.3748514818 3479222.3939045477),2016.0,dry
350,POINT (564885.2094075517 3478986.082705505),2016.0,dry
351,POINT (564888.4401260187 3478989.8987844074),2016.0,dry
352,POINT (564891.6708444858 3478993.7148633096),2016.0,dry
353,POINT (564892.1279192916 3478998.537594625),2016.0,dry
354,POINT (564892.0968295033 3479003.5374979666),2016.0,dry
355,POINT (564894.6679193572 3479007.5929819336),2016.0,dry
356,POINT (564897.898630718 3479011.4090668517),2016.0,dry
357,POINT (564900.8223153036 3479015.3365820628),2016.0,dry
358,POINT (564900.7912211354 3479020.336485377),2016.0,dry
