,Q [mm/d],P [mm]
2009-06-26,0.0,0.42333333333333334
2009-06-27,0.0,5.1434999999999995
2009-06-28,0.0,0.0
2009-06-29,0.0,8.636
2009-06-30,0.0,0.508
2009-07-01,0.0,0.0
2009-07-02,0.0,26.4795
2009-07-03,0.0,0.0
2009-07-04,0.0,0.0
2009-07-05,0.0,0.0
2009-07-06,0.0,0.0
2009-07-07,0.0,0.381
2009-07-08,0.0,0.254
2009-07-09,0.0,0.0
2009-07-10,0.0,0.0
2009-07-11,0.0,0.0
2009-07-12,0.0,0.0
2009-07-13,0.0,0.0
2009-07-14,0.0,0.0
2009-07-15,0.0,0.635
2009-07-16,0.0,0.0
2009-07-17,0.0,0.0
2009-07-18,0.0,0.0
2009-07-19,0.0,0.0
2009-07-20,0.0,0.0
2009-07-21,0.0,0.0
2009-07-22,0.0,0.254
2009-07-23,0.0,0.0
2009-07-24,0.0,0.0
2009-07-25,0.0,0.0
2009-07-26,0.0,0.0
2009-07-27,0.0,0.0
2009-07-28,0.0,0.0
2009-07-29,0.0,0.0
2009-07-30,0.0,0.0
2009-07-31,0.0,0.0
2009-08-01,0.0,0.0
2009-08-02,0.0,0.0
2009-08-03,0.0,0.0
2009-08-04,0.0,0.254
2009-08-05,0.0,0.254
2009-08-06,0.0,0.0
2009-08-07,0.0,0.0
2009-08-08,0.0,0.0
2009-08-09,0.0,0.0
2009-08-10,0.0,7.112
2009-08-11,0.0,0.0
2009-08-12,0.0,1.2065000000000001
2009-08-13,0.0,4.0005
2009-08-14,0.0,16.0655
2009-08-15,0.0,0.0
2009-08-16,0.0,0.0
2009-08-17,0.0,0.0
2009-08-18,0.0,0.0
2009-08-19,0.0,0.0
2009-08-20,0.0,2.667
2009-08-21,0.0,1.3123333333333334
2009-08-22,0.0,0.0
2009-08-23,0.0,2.7305
2009-08-24,0.0,2.286
2009-08-25,0.0,0.0
2009-08-26,0.0,0.0
2009-08-27,0.0,0.0
2009-08-28,0.0,0.0
2009-08-29,0.0,0.0
2009-08-30,0.0,0.0
2009-08-31,0.0,0.0
2009-09-01,2.005126297781756e-05,0.0
2009-09-02,2.005126297781756e-05,0.0
2009-09-03,2.005126297781756e-05,0.254
2009-09-04,4.010252595563512e-05,1.0795
2009-09-05,8.020505191127024e-05,0.0
2009-09-06,0.00014035884084472294,2.0955
2009-09-07,0.0002005126297781756,0.0
2009-09-08,0.0002406151557338107,2.6035
2009-09-09,0.00022056389275599314,0.0
2009-09-10,0.0002005126297781756,0.0
2009-09-11,0.0002005126297781756,4.952999999999999
2009-09-12,0.0002406151557338107,2.0955
2009-09-13,0.0003007689446672634,0.9313333333333333
2009-09-14,0.00032082020764508096,0.0
2009-09-15,0.0002406151557338107,0.0
2009-09-16,0.00022056389275599314,0.0
2009-09-17,0.00022056389275599314,0.0
2009-09-18,0.00022056389275599314,0.0
2009-09-19,0.00022056389275599314,0.0
2009-09-20,0.0002406151557338107,0.0
2009-09-21,0.0002406151557338107,0.0
2009-09-22,0.0002005126297781756,0.0
2009-09-23,0.0002005126297781756,0.0
2009-09-24,0.00018046136680035802,0.0
2009-09-25,0.00018046136680035802,0.0
2009-09-26,0.00016041010382254048,0.0
2009-09-27,0.00016041010382254048,0.0
2009-09-28,0.00014035884084472294,0.0
2009-09-29,0.00012030757786690535,0.0
2009-09-30,0.00012030757786690535,0.0
2009-10-01,0.00012030757786690535,0.0
2009-10-02,0.00012030757786690535,0.0
2009-10-03,0.00026066641871162825,5.207
2009-10-04,0.0003007689446672634,0.254
2009-10-05,0.0002406151557338107,0.0
2009-10-06,0.00022056389275599314,0.0
2009-10-07,0.00022056389275599314,0.0
2009-10-08,0.00022056389275599314,0.0
2009-10-09,0.0002005126297781756,0.0
2009-10-10,0.00018046136680035802,0.0
2009-10-11,0.00016041010382254048,0.0
2009-10-12,0.00016041010382254048,0.0
2009-10-13,0.00014035884084472294,0.0
2009-10-14,0.00012030757786690535,0.0
2009-10-15,0.00012030757786690535,0.0
2009-10-16,0.0001002563148890878,0.0
2009-10-17,8.020505191127024e-05,0.0
2009-10-18,8.020505191127024e-05,0.0
2009-10-19,8.020505191127024e-05,0.0
2009-10-20,0.0001002563148890878,0.381
2009-10-21,0.0001002563148890878,0.0
2009-10-22,0.0001002563148890878,0.0
2009-10-23,8.020505191127024e-05,0.0
2009-10-24,8.020505191127024e-05,0.0
2009-10-25,6.015378893345268e-05,0.0
2009-10-26,6.015378893345268e-05,0.0
2009-10-27,6.015378893345268e-05,0.0
2009-10-28,8.020505191127024e-05,1.651
2009-10-29,6.015378893345268e-05,0.0
2009-10-30,6.015378893345268e-05,0.0
2009-10-31,8.020505191127024e-05,0.0
2009-11-01,8.020505191127024e-05,0.0
2009-11-02,8.020505191127024e-05,0.0
2009-11-03,0.0001002563148890878,0.0
2009-11-04,8.020505191127024e-05,0.0
2009-11-05,8.020505191127024e-05,0.0
2009-11-06,6.015378893345268e-05,0.0
2009-11-07,6.015378893345268e-05,0.0
2009-11-08,6.015378893345268e-05,0.0
2009-11-09,6.015378893345268e-05,0.0
2009-11-10,6.015378893345268e-05,0.0
2009-11-11,6.015378893345268e-05,0.0
2009-11-12,4.010252595563512e-05,0.0
2009-11-13,6.015378893345268e-05,0.0
2009-11-14,6.015378893345268e-05,0.0
2009-11-15,6.015378893345268e-05,0.0
2009-11-16,6.015378893345268e-05,0.0
2009-11-17,6.015378893345268e-05,0.0
2009-11-18,6.015378893345268e-05,0.0
2009-11-19,6.015378893345268e-05,0.0
2009-11-20,6.015378893345268e-05,0.0
2009-11-21,6.015378893345268e-05,0.0
2009-11-22,4.010252595563512e-05,0.0
2009-11-23,4.010252595563512e-05,0.0
2009-11-24,4.010252595563512e-05,0.0
2009-11-25,4.010252595563512e-05,0.0
2009-11-26,6.015378893345268e-05,0.0
2009-11-27,6.015378893345268e-05,0.0
2009-11-28,6.015378893345268e-05,0.0
2009-11-29,6.015378893345268e-05,0.0
2009-11-30,0.0001002563148890878,3.0797499999999998
2009-12-01,0.0001002563148890878,0.0
2009-12-02,8.020505191127024e-05,0.0
2009-12-03,6.015378893345268e-05,0.0
2009-12-04,8.020505191127024e-05,0.0
2009-12-05,8.020505191127024e-05,0.0
2009-12-06,8.020505191127024e-05,0.0
2009-12-07,8.020505191127024e-05,0.254
2009-12-08,0.00012030757786690535,2.413
2009-12-09,0.0001002563148890878,0.0
2009-12-10,0.0001002563148890878,0.0
2009-12-11,0.0001002563148890878,0.0
2009-12-12,0.0001002563148890878,0.0
2009-12-13,0.0001002563148890878,0.0
2009-12-14,0.0001002563148890878,0.0
2009-12-15,8.020505191127024e-05,0.0
2009-12-16,8.020505191127024e-05,0.0
2009-12-17,8.020505191127024e-05,0.0
2009-12-18,8.020505191127024e-05,0.0
2009-12-19,8.020505191127024e-05,0.0
2009-12-20,8.020505191127024e-05,0.0
2009-12-21,8.020505191127024e-05,0.0
2009-12-22,8.020505191127024e-05,2.921
2009-12-23,0.00012030757786690535,1.524
2009-12-24,0.00012030757786690535,0.0
2009-12-25,0.00014035884084472294,0.0
2009-12-26,0.00014035884084472294,0.0
2009-12-27,0.00012030757786690535,0.0
2009-12-28,0.00012030757786690535,0.0
2009-12-29,0.00014035884084472294,1.27
2009-12-30,0.00014035884084472294,0.0
2009-12-31,0.00014035884084472294,0.0
2010-01-01,0.00012030757786690535,0.0
2010-01-02,0.00012030757786690535,0.0
2010-01-03,0.00012030757786690535,0.0
2010-01-04,0.00012030757786690535,0.0
2010-01-05,0.00012030757786690535,0.0
2010-01-06,0.00012030757786690535,0.0
2010-01-07,0.00012030757786690535,0.0
2010-01-08,0.00012030757786690535,0.0
2010-01-09,0.00012030757786690535,0.0
2010-01-10,0.00012030757786690535,0.0
2010-01-11,0.00012030757786690535,0.0
2010-01-12,0.00012030757786690535,0.0
2010-01-13,0.00012030757786690535,0.0
2010-01-14,0.00012030757786690535,0.0
2010-01-15,0.00012030757786690535,0.0
2010-01-16,0.00012030757786690535,0.0
2010-01-17,0.00012030757786690535,0.0
2010-01-18,0.00012030757786690535,0.0
2010-01-19,0.00012030757786690535,0.0
2010-01-20,0.0002406151557338107,9.2075
2010-01-21,0.0009624606229352428,16.99985714285714
2010-01-22,0.011148502215666562,7.0611999999999995
2010-01-23,0.003228253339428627,0.508
2010-01-24,0.0014637421973806818,0.0
2010-01-25,0.0010827682008021481,0.0
2010-01-26,0.0010025631488908779,0.0
2010-01-27,0.0020051262977817557,4.233333333333333
2010-01-28,0.0048925081665874845,0.0
2010-01-29,0.0025866129241384653,0.0
2010-01-30,0.002045228823737391,0.0
2010-01-31,0.0018848187199148505,0.0
2010-02-01,0.0018848187199148505,0.0
2010-02-02,0.001985075034803938,0.0
2010-02-03,0.005594302370811099,11.303
2010-02-04,0.005453943529966376,0.0
2010-02-05,0.003950098806630059,0.0
2010-02-06,0.003629278598984978,0.0
2010-02-07,0.003869893754718789,1.524
2010-02-08,0.004110508910452599,0.0
2010-02-09,0.004170662699386052,0.0
2010-02-10,0.004170662699386052,0.254
2010-02-11,0.003809739965785336,0.0
2010-02-12,0.0037094836508962483,0.0
2010-02-13,0.0035691248100515253,0.0
2010-02-14,0.0032683558653842618,0.0
2010-02-15,0.003047791972628269,0.0
2010-02-16,0.0029274843947613635,0.0
2010-02-17,0.002807176816894458,0.0
2010-02-18,0.002726971764983188,0.0
2010-02-19,0.0026668179760497355,0.0
2010-02-20,0.0027069205020053702,3.2385
2010-02-21,0.0027069205020053702,0.0
2010-02-22,0.003047791972628269,1.30175
2010-02-23,0.003047791972628269,0.0
2010-02-24,0.002867330605827911,0.0
2010-02-25,0.0027871255539166405,0.0
2010-02-26,0.0026868692390275527,0.0
2010-02-27,0.002606664187116283,0.0
2010-02-28,0.002726971764983188,8.254999999999999
2010-03-01,0.0026868692390275527,0.0
2010-03-02,0.002807176816894458,0.0
2010-03-03,0.002947535657739181,0.0
2010-03-04,0.003047791972628269,0.0
2010-03-05,0.003188150813472992,0.0
2010-03-06,0.003488919758140255,0.254
2010-03-07,0.004170662699386052,3.3655
2010-03-08,0.005273482163166018,0.5926666666666667
2010-03-09,0.005574251107833281,0.381
2010-03-10,0.0056945586857001865,0.0
2010-03-11,0.005574251107833281,0.0
2010-03-12,0.005614353633788916,0.0
2010-03-13,0.005734661211655822,0.0
2010-03-14,0.005734661211655822,0.0
2010-03-15,0.005754712474633639,0.0
2010-03-16,0.0056945586857001865,0.0
2010-03-17,0.0056945586857001865,0.0
2010-03-18,0.005674507422722369,0.0
2010-03-19,0.005594302370811099,0.0
2010-03-20,0.0055541998448554635,0.0
2010-03-21,0.0055541998448554635,0.0
2010-03-22,0.005514097318899828,0.0
2010-03-23,0.005514097318899828,0.254
2010-03-24,0.005373738478055105,0.0
2010-03-25,0.005433892266988558,0.0
2010-03-26,0.005453943529966376,0.0
2010-03-27,0.005353687215077289,0.0
2010-03-28,0.005253430900188201,0.0
2010-03-29,0.005293533426143836,0.0
2010-03-30,0.005153174585299113,0.0
2010-03-31,0.005032867007432207,0.0
2010-04-01,0.004972713218498755,0.381
2010-04-02,0.0048925081665874845,0.0
2010-04-03,0.004992764481476573,0.0
2010-04-04,0.00493261069254312,0.0
2010-04-05,0.004852405640631849,0.0
2010-04-06,0.004571687958942403,0.0
2010-04-07,0.004511534170008951,0.0
2010-04-08,0.004651893010853674,0.0
2010-04-09,0.004691995536809309,0.0
2010-04-10,0.004591739221920221,0.0
2010-04-11,0.004511534170008951,0.0
2010-04-12,0.004411277855119863,0.0
2010-04-13,0.00435112406618641,0.0
2010-04-14,0.0041506114364082344,0.0
2010-04-15,0.004090457647474782,0.0
2010-04-16,0.003970150069607876,0.0
2010-04-17,0.0038297912287631537,0.0
2010-04-18,0.0037495861768518835,0.0
2010-04-19,0.003769637439829701,0.0
2010-04-20,0.003729534913874066,0.0
2010-04-21,0.003769637439829701,0.8255
2010-04-22,0.003769637439829701,0.381
2010-04-23,0.003909996280674424,5.122333333333333
2010-04-24,0.003669381124940613,0.0
2010-04-25,0.0033886634432511676,0.0
2010-04-26,0.0032082020764508095,0.0
2010-04-27,0.003047791972628269,0.0
2010-04-28,0.0028472793428500932,0.0
2010-04-29,0.002726971764983188,0.0
2010-04-30,0.0026668179760497355,0.0
2010-05-01,0.0026267154500941004,0.0
2010-05-02,0.00254651039818283,0.0
2010-05-03,0.0025264591352050125,0.0
2010-05-04,0.00254651039818283,0.0
2010-05-05,0.0024462540832937423,0.0
2010-05-06,0.0023459977684046544,0.0
2010-05-07,0.0022858439794712017,0.0
2010-05-08,0.0022056389275599314,0.0
2010-05-09,0.0021053826126708436,0.0
2010-05-10,0.001904869982892668,0.0
2010-05-11,0.0018447161939592154,0.0
2010-05-12,0.001904869982892668,0.0
2010-05-13,0.001764511142047945,0.0
2010-05-14,0.00172440861609231,0.0
2010-05-15,0.0016642548271588575,0.0
2010-05-16,0.0016041010382254048,0.0
2010-05-17,0.0015639985122697696,0.0
2010-05-18,0.0015238959863141345,0.0
2010-05-19,0.0014837934603584993,0.0
2010-05-20,0.0014236396714250466,0.0
2010-05-21,0.0013434346195137763,0.0
2010-05-22,0.0013033320935581414,0.0
2010-05-23,0.0013434346195137763,0.0
2010-05-24,0.0012431783046246887,0.0
2010-05-25,0.0011629732527134184,0.0
2010-05-26,0.0011429219897356009,0.0
2010-05-27,0.0010627169378243306,0.0
2010-05-28,0.0009825118859130603,0.0
2010-05-29,0.0009424093599574253,0.0
2010-05-30,0.0009624606229352428,0.0
2010-05-31,0.0009023068340017901,0.0
2010-06-01,0.0008822555710239725,0.0
2010-06-02,0.000862204308046155,0.0
2010-06-03,0.0008221017820905199,0.0
2010-06-04,0.0007819992561348848,0.0
2010-06-05,0.0007218454672014321,0.0
2010-06-06,0.000681742941245797,0.0
2010-06-07,0.0006616916782679795,0.0
2010-06-08,0.0006416404152901619,0.0
2010-06-09,0.000681742941245797,0.0
2010-06-10,0.0006215891523123444,0.0
2010-06-11,0.0006215891523123444,0.0
2010-06-12,0.0007017942042236145,0.0
2010-06-13,0.0007819992561348848,0.0
2010-06-14,0.0007218454672014321,0.0
2010-06-15,0.0006215891523123444,0.0
2010-06-16,0.0005213328374232565,0.0
2010-06-17,0.00046117904848980384,0.0
2010-06-18,0.00046117904848980384,0.0
2010-06-19,0.0005012815744454389,0.0
2010-06-20,0.00046117904848980384,0.0
2010-06-21,0.0004010252595563512,0.0
2010-06-22,0.0004010252595563512,0.0
2010-06-23,0.00036092273360071605,0.0
2010-06-24,0.0003408714706228985,0.0
2010-06-25,0.0003408714706228985,0.0
2010-06-26,0.00032082020764508096,0.0
2010-06-27,0.0002807176816894459,0.0
2010-06-28,0.00026066641871162825,0.0
2010-06-29,0.0002807176816894459,0.0
2010-06-30,0.0002807176816894459,0.0
2010-07-01,0.0003007689446672634,0.0
2010-07-02,0.00032082020764508096,0.0
2010-07-03,0.0002807176816894459,0.0
2010-07-04,0.0002406151557338107,0.0
2010-07-05,0.00026066641871162825,0.0
2010-07-06,0.0002406151557338107,0.0
2010-07-07,0.0002005126297781756,0.0
2010-07-08,0.0002005126297781756,0.0
2010-07-09,0.00022056389275599314,0.0
2010-07-10,0.0002406151557338107,0.0
2010-07-11,0.00042107652253416876,1.9261666666666668
2010-07-12,0.0005413841004010741,0.0
2010-07-13,0.0003408714706228985,0.254
2010-07-14,0.0003809739965785336,0.0
2010-07-15,0.0003408714706228985,0.0
2010-07-16,0.00032082020764508096,1.3335
2010-07-17,0.00042107652253416876,6.223
2010-07-18,0.0004411277855119863,0.0
2010-07-19,0.0003408714706228985,0.0
2010-07-20,0.00032082020764508096,0.254
2010-07-21,0.004691995536809309,6.35
2010-07-22,0.0012030757786690536,0.0
2010-07-23,0.0009825118859130603,0.254
2010-07-24,0.0009624606229352428,7.8740000000000006
2010-07-25,0.0006015378893345268,0.508
2010-07-26,0.0007619479931570672,9.969500000000002
2010-07-27,0.0010226144118686954,3.8523333333333327
2010-07-28,0.000862204308046155,0.0
2010-07-29,0.0008421530450683375,10.922
2010-07-30,0.0012832808305803238,2.12725
2010-07-31,0.0033084583913398974,2.4764999999999997
2010-08-01,0.002125433875648661,0.0
2010-08-02,0.0011228707267577835,0.0
2010-08-03,0.000681742941245797,0.0
2010-08-04,0.0005213328374232565,8.3185
2010-08-05,0.0006215891523123444,0.381
2010-08-06,0.0005614353633788917,3.2385
2010-08-07,0.0010226144118686954,24.352249999999998
2010-08-08,0.0014236396714250466,0.0
2010-08-09,0.0009023068340017901,0.0
2010-08-10,0.0007218454672014321,18.4785
2010-08-11,0.0006215891523123444,0.0
2010-08-12,0.0004812303114676214,0.0
2010-08-13,0.00036092273360071605,0.0
2010-08-14,0.0003408714706228985,2.159
2010-08-15,0.0003007689446672634,10.6045
2010-08-16,0.0008822555710239725,23.27275
2010-08-17,0.0007218454672014321,0.0
2010-08-18,0.0007218454672014321,0.0
2010-08-19,0.0004010252595563512,0.0
2010-08-20,0.0002406151557338107,0.0
2010-08-21,0.00018046136680035802,7.874
2010-08-22,0.00018046136680035802,0.0
2010-08-23,0.00016041010382254048,0.0
2010-08-24,0.0033485609172955325,50.7365
2010-08-25,0.03087894498583904,0.0
2010-08-26,0.013213782302381771,4.064
2010-08-27,0.025665616611606476,14.1605
2010-08-28,0.029475356577391813,6.731
2010-08-29,0.021053826126708437,1.651
2010-08-30,0.017203983634967467,0.0
2010-08-31,0.0134744487210934,0.0
2010-09-01,0.011429219897356008,0.0
2010-09-02,0.012371629257313433,0.0
2010-09-03,0.010887835796954935,0.0
2010-09-04,0.00994542643699751,0.0
2010-09-05,0.009103273391929172,0.0
2010-09-06,0.00888270949917318,3.6195
2010-09-07,0.008341325398772104,0.0
2010-09-08,0.007860095087304482,0.0
2010-09-09,0.007318710986903409,0.0
2010-09-10,0.0065768142567241596,0.0
2010-09-11,0.006095583945256538,0.0
2010-09-12,0.0055541998448554635,0.0
2010-09-13,0.004912559429565302,0.0
2010-09-14,0.004391226592142045,0.0
2010-09-15,0.0036092273360071605,0.0
2010-09-16,0.0031279970245395392,0.0
2010-09-17,0.002907433131783546,0.0
2010-09-18,0.0026868692390275527,0.0
2010-09-19,0.0025264591352050125,0.0
2010-09-20,0.002506407872227195,0.0
2010-09-21,0.0047521493257427615,0.0
2010-09-22,0.005654456159744551,2.8151666666666664
2010-09-23,0.005794815000589274,0.0
2010-09-24,0.004230816488319505,0.0
2010-09-25,0.003669381124940613,0.0
2010-09-26,0.003228253339428627,0.0
2010-09-27,0.002947535657739181,0.0
2010-09-28,0.002726971764983188,0.0
2010-09-29,0.002606664187116283,0.0
2010-09-30,0.0023861002943602896,0.0
2010-10-01,0.0022858439794712017,0.0
2010-10-02,0.0020051262977817557,0.0
2010-10-03,0.001904869982892668,0.0
2010-10-04,0.0020051262977817557,1.4605000000000001
2010-10-05,0.0027670742909388225,4.741333333333333
2010-10-06,0.0024863566092493774,0.0
2010-10-07,0.0022657927164933837,0.0
2010-10-08,0.0021053826126708436,0.0
2010-10-09,0.0020051262977817557,0.0
2010-10-10,0.0020051262977817557,0.0
2010-10-11,0.0019249212458704857,0.0
2010-10-12,0.0018447161939592154,0.0
2010-10-13,0.0017444598790701275,0.0
2010-10-14,0.001764511142047945,0.0
2010-10-15,0.0017444598790701275,0.0
2010-10-16,0.0017845624050257627,0.0
2010-10-17,0.0016642548271588575,0.0
2010-10-18,0.0016642548271588575,0.0
2010-10-19,0.001543947249291952,0.0
2010-10-20,0.0014436909344028642,0.0
2010-10-21,0.001363485882491594,0.0
2010-10-22,0.0013033320935581414,0.0
2010-10-23,0.0012431783046246887,0.0
2010-10-24,0.001183024515691236,0.0
2010-10-25,0.0010226144118686954,0.0
2010-10-26,0.0010627169378243306,0.0
2010-10-27,0.0010025631488908779,0.0
2010-10-28,0.0009424093599574253,0.0
2010-10-29,0.0009223580969796077,0.0
2010-10-30,0.0009023068340017901,0.0
2010-10-31,0.0008822555710239725,0.0
2010-11-01,0.000862204308046155,0.0
2010-11-02,0.0008421530450683375,0.0
2010-11-03,0.0007819992561348848,0.0
2010-11-04,0.0007819992561348848,0.0
2010-11-05,0.0007819992561348848,0.0
2010-11-06,0.0007418967301792497,0.0
2010-11-07,0.0007418967301792497,0.0
2010-11-08,0.0007218454672014321,0.0
2010-11-09,0.0007418967301792497,0.0
2010-11-10,0.0007418967301792497,0.0
2010-11-11,0.0007218454672014321,0.0
2010-11-12,0.0007017942042236145,0.0
2010-11-13,0.0007017942042236145,0.0
2010-11-14,0.000681742941245797,0.0
2010-11-15,0.0006616916782679795,0.0
2010-11-16,0.0006616916782679795,0.0
2010-11-17,0.0006616916782679795,0.0
2010-11-18,0.000681742941245797,0.0
2010-11-19,0.0007017942042236145,0.0
2010-11-20,0.000681742941245797,0.0
2010-11-21,0.000681742941245797,0.0
2010-11-22,0.0007218454672014321,0.0
2010-11-23,0.0007218454672014321,0.0
2010-11-24,0.0007218454672014321,0.0
2010-11-25,0.0007218454672014321,0.0
2010-11-26,0.0007218454672014321,0.0
2010-11-27,0.0007017942042236145,0.0
2010-11-28,0.000681742941245797,0.0
2010-11-29,0.0007017942042236145,0.0
2010-11-30,0.000681742941245797,0.0
2010-12-01,0.000681742941245797,0.0
2010-12-02,0.000681742941245797,0.0
2010-12-03,0.000681742941245797,0.0
2010-12-04,0.0006616916782679795,0.0
2010-12-05,0.0006616916782679795,0.0
2010-12-06,0.0006616916782679795,0.0
2010-12-07,0.0006616916782679795,0.0
2010-12-08,0.0006616916782679795,0.0
2010-12-09,0.0006616916782679795,0.0
2010-12-10,0.0006616916782679795,0.0
2010-12-11,0.0006616916782679795,0.0
2010-12-12,0.0006416404152901619,0.0
2010-12-13,0.0006416404152901619,0.0
2010-12-14,0.0006416404152901619,0.0
2010-12-15,0.0006215891523123444,0.0
2010-12-16,0.0006215891523123444,0.53975
2010-12-17,0.0006616916782679795,0.0
2010-12-18,0.0006416404152901619,0.0
2010-12-19,0.0006416404152901619,0.0
2010-12-20,0.0006215891523123444,0.0
2010-12-21,0.0006015378893345268,0.0
2010-12-22,0.0005814866263567092,0.0
2010-12-23,0.0006015378893345268,0.0
2010-12-24,0.0005814866263567092,0.0
2010-12-25,0.0005814866263567092,0.0
2010-12-26,0.0005614353633788917,0.0
2010-12-27,0.0006616916782679795,0.0
2010-12-28,0.00246630534627156,0.0
2010-12-29,0.0017845624050257627,2.413
2010-12-30,0.0009825118859130603,3.3655
2010-12-31,0.000681742941245797,0.0
2011-01-01,0.0006215891523123444,0.0
2011-01-02,0.0006015378893345268,0.0
2011-01-03,0.0005814866263567092,0.0
2011-01-04,0.0005614353633788917,0.0
2011-01-05,0.0005614353633788917,0.0
2011-01-06,0.0005614353633788917,0.0
2011-01-07,0.0005614353633788917,0.0
2011-01-08,0.0005614353633788917,0.0
2011-01-09,0.0005814866263567092,0.0
2011-01-10,0.0005012815744454389,0.0
2011-01-11,0.0005012815744454389,0.0
2011-01-12,0.0005012815744454389,0.0
2011-01-13,0.0005012815744454389,0.0
2011-01-14,0.0005012815744454389,0.0
2011-01-15,0.0005012815744454389,0.0
2011-01-16,0.0004812303114676214,0.0
2011-01-17,0.00046117904848980384,0.0
2011-01-18,0.00046117904848980384,0.0
2011-01-19,0.0004411277855119863,0.0
2011-01-20,0.0004411277855119863,0.0
2011-01-21,0.00042107652253416876,0.0
2011-01-22,0.00042107652253416876,0.0
2011-01-23,0.00042107652253416876,0.0
2011-01-24,0.00046117904848980384,0.0
2011-01-25,0.00042107652253416876,0.0
2011-01-26,0.00042107652253416876,0.0
2011-01-27,0.00042107652253416876,0.0
2011-01-28,0.00042107652253416876,0.0
2011-01-29,0.00042107652253416876,0.0
2011-01-30,0.00042107652253416876,0.0
2011-01-31,0.00042107652253416876,0.254
2011-02-01,0.00042107652253416876,0.0
2011-02-02,0.00042107652253416876,0.0
2011-02-03,0.0003809739965785336,0.0
2011-02-04,0.0004010252595563512,0.0
2011-02-05,0.0003809739965785336,0.0
2011-02-06,0.0003809739965785336,0.0
2011-02-07,0.0004010252595563512,0.0
2011-02-08,0.00042107652253416876,0.0
2011-02-09,0.00042107652253416876,0.0
2011-02-10,0.0004411277855119863,0.0
2011-02-11,0.00042107652253416876,0.0
2011-02-12,0.00042107652253416876,0.0
2011-02-13,0.00042107652253416876,0.0
2011-02-14,0.00042107652253416876,0.0
2011-02-15,0.00042107652253416876,0.0
2011-02-16,0.0004010252595563512,0.0
2011-02-17,0.00042107652253416876,0.0
2011-02-18,0.00042107652253416876,0.0
2011-02-19,0.00042107652253416876,0.0
2011-02-20,0.00042107652253416876,0.0
2011-02-21,0.0004010252595563512,0.0
2011-02-22,0.0004010252595563512,0.0
2011-02-23,0.0003809739965785336,0.0
2011-02-24,0.00036092273360071605,0.0
2011-02-25,0.00036092273360071605,0.0
2011-02-26,0.00036092273360071605,0.0
2011-02-27,0.0004010252595563512,1.93675
2011-02-28,0.0003809739965785336,0.0
2011-03-01,0.00036092273360071605,0.0
2011-03-02,0.00036092273360071605,0.0
2011-03-03,0.00036092273360071605,0.0
2011-03-04,0.00036092273360071605,0.0
2011-03-05,0.00036092273360071605,0.0
2011-03-06,0.00036092273360071605,0.0
2011-03-07,0.00036092273360071605,0.0
2011-03-08,0.00036092273360071605,0.0
2011-03-09,0.00036092273360071605,0.0
2011-03-10,0.0003408714706228985,0.0
2011-03-11,0.0003408714706228985,0.0
2011-03-12,0.0003408714706228985,0.0
2011-03-13,0.0003408714706228985,0.0
2011-03-14,0.0003408714706228985,0.0
2011-03-15,0.0003408714706228985,0.0
2011-03-16,0.0003408714706228985,0.0
2011-03-17,0.0003408714706228985,0.0
2011-03-18,0.0003408714706228985,0.0
2011-03-19,0.0003408714706228985,0.0
2011-03-20,0.0003408714706228985,0.0
2011-03-21,0.0003408714706228985,0.381
2011-03-22,0.00036092273360071605,0.0
2011-03-23,0.0003408714706228985,0.0
2011-03-24,0.00032082020764508096,0.0
2011-03-25,0.00032082020764508096,0.0
2011-03-26,0.00032082020764508096,0.0
2011-03-27,0.00032082020764508096,0.0
2011-03-28,0.00032082020764508096,0.0
2011-03-29,0.00032082020764508096,0.0
2011-03-30,0.0003007689446672634,0.0
2011-03-31,0.0003007689446672634,0.0
2011-04-01,0.0003007689446672634,0.0
2011-04-02,0.0003007689446672634,0.0
2011-04-03,0.0002807176816894459,0.0
2011-04-04,0.0002807176816894459,0.0
2011-04-05,0.0002807176816894459,0.0
2011-04-06,0.0002807176816894459,0.0
2011-04-07,0.0002807176816894459,0.0
2011-04-08,0.0002807176816894459,0.0
2011-04-09,0.00032082020764508096,0.381
2011-04-10,0.0003408714706228985,0.0
2011-04-11,0.0003007689446672634,0.0
2011-04-12,0.0003007689446672634,0.0
2011-04-13,0.0002807176816894459,0.0
2011-04-14,0.0002807176816894459,0.0
2011-04-15,0.00026066641871162825,0.0
2011-04-16,0.00026066641871162825,0.0
2011-04-17,0.0002406151557338107,0.0
2011-04-18,0.0002406151557338107,0.0
2011-04-19,0.0002406151557338107,0.0
2011-04-20,0.0002005126297781756,0.0
2011-04-21,0.0002005126297781756,0.0
2011-04-22,0.00018046136680035802,0.0
2011-04-23,0.00018046136680035802,0.0
2011-04-24,0.00018046136680035802,0.0
2011-04-25,0.00016041010382254048,0.0
2011-04-26,0.00016041010382254048,0.0
2011-04-27,0.00016041010382254048,0.0
2011-04-28,0.00014035884084472294,0.0
2011-04-29,0.00012030757786690535,0.0
2011-04-30,0.00012030757786690535,0.0
2011-05-01,0.00012030757786690535,0.0
2011-05-02,0.00012030757786690535,0.0
2011-05-03,0.00012030757786690535,0.0
2011-05-04,0.00012030757786690535,0.0
2011-05-05,0.00012030757786690535,0.0
2011-05-06,0.0001002563148890878,0.0
2011-05-07,0.0001002563148890878,0.0
2011-05-08,0.0001002563148890878,0.0
